iterations,test-MultiClass-mean,test-MultiClass-std,train-MultiClass-mean,train-MultiClass-std
0,1.3831136288153973,0.00046322358283826156,1.382820035140015,0.00040943948583347013
1,1.379685463243311,0.0004648673913677481,1.3790799675759589,0.0005372210329578543
2,1.3765270987527511,0.000848601375479019,1.375880743965847,0.0006263654738509519
3,1.3739148877575402,0.0009773108517407581,1.3731344043808837,0.0007417907303072308
4,1.371170952246201,0.0007092195050832664,1.3702375732762178,0.0010058777770189486
5,1.368539446757654,0.0008906744605853954,1.3674883291062625,0.0010864388390803574
6,1.3663597185343428,0.0008484437234137702,1.3649681340918323,0.0006933604758220655
7,1.3641058025248172,0.0008657066263459572,1.3625557914508875,0.001008317433416041
8,1.3623695296171137,0.0006473200985517427,1.360559747303928,0.0010214438714153467
9,1.3603400280805062,0.0008607492417094394,1.3583252170626312,0.0007284759586163349
10,1.358467231417037,0.0008480472351636838,1.3564043459226287,0.0008046591175475407
11,1.356328114438221,0.0009651809652029478,1.3542489680851801,0.000784323574282868
12,1.3543905371785872,0.0009906030113914174,1.3521853875385657,0.0006079035921941671
13,1.3528532968291729,0.0007943501154143349,1.3504606422960541,0.0007688431419505345
14,1.3512724150928281,0.0009776494103049926,1.3487297494987884,0.0006721778338666106
15,1.3499458143028051,0.0011094146795441401,1.347132760835935,0.0007637988060613523
16,1.348621801337778,0.0011296976890509862,1.3456471268270676,0.0007838552975419828
17,1.3473414630397873,0.0011237108023947845,1.344207886050103,0.0005583346275319711
18,1.3463699774080768,0.0009783047828246043,1.3430059928415286,0.001020968517121077
19,1.3453869987877944,0.0009522255905722383,1.341860051023821,0.0011634225886968167
20,1.3440814208318026,0.0013558646424554376,1.3403703487166214,0.001144595793666493
21,1.3429798054486881,0.0016252679464233734,1.3390955794801125,0.0012304501785391437
22,1.3417840072047014,0.001462546528009871,1.3377885139265908,0.0011028563530240162
23,1.3405624139965118,0.0016132234593435064,1.336445128425677,0.0008108965696985618
