avg_train_accuracy,avg_val_accuracy
0.5097841143608093,0.6002785563468933
0.867165744304657,0.6015320181846618
0.9766364812850952,0.598328685760498
0.9922701954841614,0.6032033324241638
0.9940459609031678,0.6005571007728576
0.9946030616760254,0.6019498467445373
0.9947423338890076,0.6016713142395019
0.9948468089103699,0.5959609985351563
0.9950209021568298,0.5965181112289428
0.9949860811233521,0.5961002826690673
0.9952298045158386,0.5933147549629212
0.9950905323028565,0.5937325835227967
0.9951601624488831,0.5941504120826722
0.9952994346618652,0.5947075247764587
0.9948816061019897,0.5938718676567077
0.9950905203819275,0.5947075128555298
0.9948816180229187,0.5902506947517395
0.9952994346618652,0.5887186765670777
0.9950208902359009,0.5867688059806824
0.9951601624488831,0.587186622619629
