iter	MultiClass
301	1.151500665
302	1.150807476
303	1.150118761
304	1.149845602
305	1.149076735
306	1.148598539
307	1.148106124
308	1.147679611
309	1.147119461
310	1.146465274
311	1.145910418
312	1.145248772
313	1.144811484
314	1.144589239
315	1.144223448
316	1.143871762
317	1.143380004
318	1.142834303
319	1.142458791
320	1.142023291
321	1.141510568
322	1.141191277
323	1.140756263
324	1.140330952
325	1.139966972
326	1.139540598
327	1.139070466
328	1.138527061
329	1.138068185
330	1.137473846
331	1.137264718
332	1.136912516
333	1.136263103
334	1.135573593
335	1.13495512
336	1.134389491
337	1.133739745
338	1.133466891
339	1.132914545
340	1.132429415
341	1.13191644
342	1.131448232
343	1.130934474
344	1.130370669
345	1.12986386
346	1.129247399
347	1.129002456
348	1.128741522
349	1.128468812
350	1.127935714
351	1.127284334
352	1.126631099
353	1.126278865
354	1.125793894
355	1.125420691
356	1.124931705
357	1.124551566
358	1.124226778
359	1.123684143
360	1.123162386
361	1.122678476
362	1.122383821
363	1.121897037
364	1.121340929
365	1.120747814
366	1.120308785
367	1.119799998
368	1.119390669
369	1.118883328
370	1.118646604
371	1.118288617
372	1.117732704
373	1.117279331
374	1.116936294
375	1.11645188
376	1.115770795
377	1.115203682
378	1.114636719
379	1.114277352
380	1.113789267
381	1.113279555
382	1.112633088
383	1.112088774
384	1.111793602
385	1.111440322
386	1.11111563
387	1.1106423
388	1.110240066
389	1.109715554
