iter	Passed	Remaining
223	4351	53922
224	4366	53853
225	4381	53778
226	4396	53710
227	4411	53640
228	4427	53576
229	4444	53531
230	4465	53525
231	4481	53474
232	4499	53438
233	4522	53457
234	4544	53467
235	4560	53416
236	4577	53368
237	4595	53327
238	4610	53260
239	4627	53217
240	4647	53199
241	4668	53205
242	4686	53173
243	4703	53121
244	4721	53089
245	4738	53042
246	4753	52985
247	4769	52930
248	4785	52868
249	4802	52824
250	4819	52783
251	4836	52737
252	4853	52697
253	4874	52696
254	4894	52684
255	4912	52655
256	4933	52654
257	4951	52624
258	4968	52578
259	4983	52523
260	4999	52461
261	5014	52406
262	5031	52361
263	5047	52310
264	5062	52244
265	5076	52179
266	5091	52121
267	5107	52066
268	5123	52011
269	5138	51957
270	5153	51900
271	5170	51859
272	5187	51814
273	5202	51763
274	5220	51726
275	5241	51727
276	5259	51702
277	5279	51691
278	5298	51670
279	5314	51626
280	5331	51585
281	5348	51550
282	5363	51491
283	5378	51437
284	5393	51375
285	5408	51319
286	5423	51267
287	5438	51208
288	5453	51155
289	5468	51105
290	5485	51070
291	5502	51025
292	5516	50963
293	5530	50901
294	5548	50873
295	5569	50878
296	5586	50841
297	5603	50803
298	5619	50760
299	5635	50717
300	5650	50670
301	5665	50616
302	5680	50564
303	5695	50514
304	5710	50459
305	5725	50411
306	5740	50353
307	5755	50308
308	5772	50270
309	5789	50237
310	5805	50193
311	5822	50158
312	5837	50114
313	5854	50076
314	5871	50044
315	5892	50051
316	5910	50022
317	5928	49996
318	5944	49957
319	5960	49917
320	5976	49877
321	5993	49848
322	6009	49805
323	6026	49774
324	6043	49743
325	6059	49702
326	6073	49650
327	6089	49608
328	6108	49592
329	6122	49540
330	6138	49493
331	6152	49441
332	6167	49397
333	6185	49370
334	6211	49411
335	6228	49379
336	6245	49353
337	6264	49338
338	6284	49331
339	6304	49319
340	6327	49341
341	6349	49347
342	6375	49390
343	6399	49412
344	6425	49444
345	6450	49480
346	6482	49560
347	6503	49558
348	6523	49549
349	6541	49528
350	6565	49548
351	6585	49540
352	6604	49525
353	6621	49490
354	6638	49458
355	6653	49417
356	6670	49380
357	6686	49344
358	6702	49308
359	6719	49276
360	6737	49250
361	6756	49234
362	6773	49204
363	6794	49207
364	6814	49191
365	6833	49175
366	6849	49138
367	6865	49101
368	6881	49068
369	6897	49030
370	6917	49016
371	6935	48998
372	6953	48971
373	6971	48950
374	6988	48917
375	7004	48881
376	7020	48845
377	7037	48816
378	7053	48782
379	7069	48743
380	7085	48706
381	7102	48675
382	7119	48648
383	7138	48633
384	7160	48636
385	7180	48627
386	7198	48606
387	7215	48573
388	7232	48544
389	7249	48518
