iter	Passed	Remaining
1669	27186	21651
1670	27202	21634
1671	27217	21617
1672	27233	21601
1673	27249	21584
1674	27266	21569
1675	27285	21555
1676	27314	21548
1677	27333	21534
1678	27356	21523
1679	27375	21509
1680	27392	21493
1681	27415	21482
1682	27434	21467
1683	27454	21455
1684	27473	21440
1685	27492	21426
1686	27516	21415
1687	27545	21409
1688	27568	21398
1689	27646	21429
1690	27677	21425
1691	27699	21413
1692	27730	21408
1693	27770	21409
1694	27802	21405
1695	27834	21401
1696	27860	21391
1697	27885	21382
1698	27924	21382
1699	27962	21383
1700	27991	21376
1701	28027	21374
1702	28060	21370
1703	28082	21358
1704	28106	21348
1705	28125	21333
1706	28147	21320
1707	28173	21311
1708	28193	21298
1709	28216	21286
1710	28236	21272
1711	28255	21257
1712	28273	21242
1713	28299	21232
1714	28341	21235
1715	28372	21229
1716	28400	21221
1717	28420	21208
1718	28444	21197
1719	28476	21192
1720	28506	21185
1721	28529	21173
1722	28551	21161
1723	28574	21149
1724	28608	21145
1725	28630	21132
1726	28649	21118
1727	28669	21103
1728	28688	21089
1729	28708	21075
1730	28727	21059
1731	28746	21045
1732	28766	21031
1733	28851	21064
1734	28935	21096
1735	28962	21088
1736	28981	21072
1737	28997	21055
1738	29019	21042
1739	29035	21025
1740	29052	21009
1741	29070	20993
1742	29085	20975
1743	29101	20958
1744	29117	20941
1745	29133	20924
1746	29149	20907
1747	29167	20890
1748	29181	20872
1749	29198	20856
1750	29213	20838
1751	29229	20820
1752	29243	20802
1753	29259	20785
1754	29274	20767
1755	29290	20750
1756	29305	20732
1757	29322	20715
1758	29338	20698
1759	29353	20681
1760	29368	20663
1761	29387	20648
1762	29404	20631
1763	29419	20613
1764	29434	20595
1765	29450	20578
1766	29464	20560
1767	29479	20542
1768	29494	20524
1769	29511	20507
1770	29527	20490
1771	29542	20473
1772	29561	20457
1773	29585	20446
1774	29628	20447
1775	29650	20434
1776	29671	20420
1777	29691	20406
1778	29710	20391
1779	29731	20378
1780	29752	20363
1781	29774	20350
1782	29793	20335
1783	29813	20321
1784	29834	20307
1785	29854	20292
1786	29877	20280
1787	29896	20265
1788	29913	20249
1789	29930	20232
1790	29946	20215
1791	29962	20197
1792	29980	20182
1793	29999	20167
1794	30016	20150
1795	30034	20134
1796	30049	20116
1797	30064	20098
1798	30078	20080
1799	30094	20063
1800	30117	20050
1801	30138	20036
1802	30159	20022
1803	30191	20016
1804	30236	20017
1805	30303	20034
1806	30380	20057
1807	30412	20050
1808	30443	20043
1809	30480	20039
1810	30527	20042
1811	30566	20040
1812	30591	20029
1813	30625	20023
1814	30658	20016
1815	30686	20007
1816	30745	20017
1817	30795	20021
1818	30822	20011
1819	30862	20009
1820	31053	20105
1821	31103	20109
1822	31131	20099
1823	31158	20088
1824	31188	20080
1825	31206	20063
1826	31225	20048
1827	31244	20032
1828	31262	20015
1829	31296	20009
1830	31325	19999
1831	31356	19991
1832	31386	19982
1833	31408	19968
1834	31428	19953
1835	31455	19942
1836	31485	19933
1837	31506	19918
1838	31529	19905
1839	31553	19892
1840	31588	19886
1841	31627	19882
1842	31656	19873
1843	31687	19864
1844	31737	19868
1845	31764	19856
1846	31834	19872
1847	31875	19870
1848	31914	19866
1849	31952	19862
1850	31982	19853
1851	32007	19840
1852	32029	19826
1853	32088	19834
1854	32321	19950
1855	32358	19945
1856	32389	19936
1857	32420	19926
1858	32451	19917
1859	32475	19904
1860	32495	19888
1861	32515	19872
1862	32534	19856
1863	32555	19840
1864	32577	19825
1865	32596	19809
1866	32615	19792
1867	32631	19774
1868	32649	19757
1869	32666	19739
1870	32688	19725
1871	32713	19712
1872	32739	19699
1873	32758	19682
1874	32774	19664
1875	32795	19649
1876	32816	19633
1877	32847	19624
1878	32882	19617
1879	32912	19607
1880	32948	19600
1881	33006	19607
1882	33040	19599
1883	33063	19585
1884	33087	19571
1885	33110	19557
1886	33140	19547
1887	33186	19546
1888	33227	19542
1889	33255	19531
1890	33289	19522
1891	33313	19508
1892	33336	19494
1893	33357	19479
1894	33380	19464
1895	33405	19451
1896	33431	19438
1897	33455	19424
1898	33475	19408
1899	33494	19391
1900	33514	19375
1901	33531	19357
1902	33546	19337
1903	33562	19319
1904	33581	19302
1905	33597	19284
1906	33618	19268
1907	33638	19251
1908	33655	19234
1909	33672	19216
1910	33688	19197
1911	33704	19179
1912	33721	19161
1913	33739	19143
1914	33754	19124
1915	33775	19109
1916	33793	19091
1917	33809	19072
1918	33825	19054
1919	33841	19035
1920	33858	19017
1921	33875	18999
1922	33896	18984
1923	33913	18965
1924	33928	18947
1925	33944	18928
1926	33960	18909
1927	33977	18892
1928	33993	18873
1929	34008	18854
1930	34024	18836
1931	34039	18816
1932	34055	18798
1933	34071	18780
1934	34093	18764
1935	34108	18745
1936	34123	18726
1937	34138	18707
1938	34154	18689
1939	34171	18671
1940	34187	18652
1941	34202	18633
1942	34218	18614
1943	34233	18595
1944	34249	18577
1945	34265	18559
1946	34280	18539
1947	34294	18520
1948	34310	18501
1949	34326	18483
1950	34340	18463
1951	34355	18444
1952	34372	18427
1953	34390	18409
1954	34406	18391
1955	34424	18373
1956	34439	18354
1957	34454	18336
1958	34471	18318
1959	34488	18299
1960	34504	18281
1961	34520	18263
1962	34535	18243
1963	34552	18226
1964	34570	18208
1965	34585	18189
1966	34602	18171
1967	34617	18153
1968	34632	18134
1969	34647	18115
1970	34662	18096
1971	34680	18079
1972	34699	18061
1973	34715	18043
1974	34732	18025
1975	34747	18007
1976	34763	17988
1977	34779	17969
1978	34794	17951
1979	34809	17932
1980	34824	17913
1981	34839	17894
1982	34856	17876
1983	34873	17858
1984	34890	17840
1985	34907	17822
1986	34923	17804
1987	34937	17785
1988	34952	17766
1989	34968	17747
1990	34982	17728
1991	34998	17709
1992	35012	17690
1993	35028	17672
1994	35043	17653
1995	35059	17635
1996	35075	17616
1997	35094	17600
1998	35112	17582
1999	35128	17564
2000	35143	17545
2001	35159	17526
2002	35174	17508
2003	35190	17490
2004	35207	17472
2005	35222	17453
2006	35236	17434
2007	35251	17415
2008	35264	17395
2009	35279	17376
2010	35294	17357
2011	35310	17339
2012	35328	17322
2013	35346	17304
2014	35363	17286
2015	35385	17271
2016	35404	17254
2017	35421	17236
2018	35437	17218
2019	35453	17200
2020	35467	17180
2021	35481	17161
2022	35497	17143
2023	35518	17127
2024	35536	17110
2025	35554	17092
2026	35571	17075
2027	35590	17058
2028	35608	17040
2029	35623	17022
2030	35638	17003
2031	35654	16985
2032	35671	16967
2033	35688	16949
2034	35708	16933
2035	35729	16917
2036	35747	16899
2037	35763	16881
2038	35778	16862
2039	35794	16844
2040	35811	16826
2041	35829	16809
2042	35845	16791
2043	35862	16773
2044	35879	16755
2045	35895	16737
2046	35922	16723
2047	35939	16706
2048	35956	16688
2049	35974	16671
2050	35992	16653
2051	36008	16635
2052	36034	16621
2053	36049	16603
2054	36065	16584
2055	36080	16566
2056	36097	16548
2057	36113	16530
2058	36132	16513
2059	36148	16494
2060	36166	16477
2061	36185	16460
2062	36202	16443
2063	36222	16426
2064	36241	16409
2065	36260	16392
2066	36277	16374
2067	36294	16357
2068	36311	16339
2069	36331	16322
2070	36347	16304
2071	36366	16287
2072	36386	16271
2073	36405	16254
2074	36425	16237
2075	36442	16220
2076	36463	16204
2077	36483	16187
2078	36500	16169
2079	36516	16151
2080	36531	16132
2081	36547	16114
2082	36562	16096
2083	36578	16077
2084	36593	16058
2085	36607	16039
2086	36622	16021
2087	36641	16004
2088	36665	15989
2089	36685	15972
2090	36705	15956
2091	36804	15974
2092	36833	15961
2093	36861	15948
2094	36879	15931
2095	36896	15913
2096	36916	15896
2097	36939	15881
2098	36960	15865
2099	36978	15847
2100	36997	15830
2101	37018	15814
2102	37035	15796
2103	37051	15778
2104	37067	15760
2105	37084	15742
2106	37102	15724
2107	37118	15706
2108	37135	15688
2109	37157	15673
2110	37176	15655
2111	37194	15638
2112	37214	15622
2113	37235	15605
2114	37250	15587
2115	37266	15568
2116	37281	15549
2117	37296	15531
2118	37314	15513
2119	37331	15495
2120	37347	15477
2121	37366	15460
2122	37395	15447
2123	37425	15435
2124	37447	15419
2125	37470	15404
2126	37494	15389
2127	37515	15372
2128	37537	15357
2129	37559	15341
2130	37602	15334
2131	37625	15318
2132	37646	15302
2133	37665	15285
2134	37686	15268
2135	37726	15259
2136	37805	15267
2137	37839	15256
2138	37876	15246
2139	37904	15232
2140	37942	15223
2141	37977	15212
2142	38023	15205
2143	38060	15195
2144	38093	15184
2145	38122	15170
2146	38146	15155
2147	38187	15146
2148	38221	15135
2149	38342	15158
2150	38410	15160
2151	38451	15151
2152	38471	15135
2153	38490	15117
2154	38506	15098
2155	38524	15080
2156	38540	15062
2157	38556	15043
2158	38573	15025
2159	38589	15007
2160	38612	14991
2161	38640	14977
2162	38671	14964
2163	38721	14958
2164	38757	14947
2165	38790	14935
2166	38839	14929
2167	38912	14933
2168	38952	14923
2169	38990	14913
2170	39028	14903
2171	39058	14889
2172	39098	14880
2173	39130	14867
2174	39166	14856
2175	39191	14840
2176	39214	14824
2177	39288	14827
2178	39341	14823
2179	39370	14809
2180	39403	14796
2181	39431	14782
2182	39457	14767
2183	39475	14749
2184	39499	14733
2185	39517	14714
2186	39534	14696
2187	39551	14678
2188	39570	14660
2189	39588	14642
2190	39605	14623
2191	39625	14606
2192	39642	14587
2193	39659	14569
2194	39676	14551
2195	39693	14532
2196	39709	14513
2197	39726	14495
2198	39744	14477
2199	39760	14458
2200	39776	14439
2201	39792	14420
2202	39812	14403
2203	39838	14388
2204	39859	14371
2205	39878	14353
2206	39898	14335
2207	39917	14318
2208	39933	14299
2209	39950	14281
2210	39968	14262
2211	39984	14243
2212	40001	14225
2213	40019	14207
2214	40035	14188
2215	40051	14169
2216	40067	14150
2217	40088	14134
2218	40105	14115
2219	40123	14097
2220	40139	14078
2221	40155	14059
2222	40172	14041
2223	40194	14024
2224	40212	14006
2225	40229	13988
2226	40245	13969
2227	40262	13950
2228	40277	13931
2229	40292	13912
2230	40308	13893
2231	40323	13874
2232	40340	13856
2233	40357	13837
2234	40373	13819
2235	40390	13800
2236	40407	13782
2237	40425	13764
2238	40443	13746
2239	40458	13727
2240	40475	13708
2241	40490	13689
2242	40506	13670
2243	40521	13651
2244	40539	13633
2245	40554	13614
2246	40571	13596
2247	40587	13577
2248	40602	13558
2249	40617	13539
2250	40634	13520
2251	40650	13502
2252	40668	13483
2253	40687	13466
2254	40708	13449
2255	40726	13431
2256	40744	13412
2257	40761	13394
2258	40778	13376
2259	40795	13357
2260	40812	13339
2261	40831	13321
2262	40854	13305
2263	40873	13287
2264	40891	13269
2265	40907	13250
2266	40922	13231
2267	40938	13212
2268	40954	13194
2269	40969	13175
2270	40985	13156
2271	41000	13137
2272	41015	13118
2273	41031	13099
2274	41047	13080
2275	41062	13062
2276	41077	13043
2277	41093	13024
2278	41108	13005
2279	41125	12987
2280	41143	12968
2281	41159	12950
2282	41178	12932
2283	41195	12914
2284	41214	12896
2285	41231	12877
2286	41248	12859
2287	41264	12840
2288	41280	12822
2289	41296	12803
2290	41314	12785
2291	41333	12767
2292	41355	12751
2293	41382	12735
2294	41404	12718
2295	41470	12715
2296	41493	12699
2297	41517	12682
2298	41545	12667
2299	41578	12654
2300	41619	12643
2301	41665	12633
2302	41705	12621
2303	41743	12610
2304	41807	12605
2305	41837	12591
2306	41905	12588
2307	41933	12572
2308	41977	12562
2309	42072	12567
2310	42113	12555
2311	42146	12541
2312	42183	12529
2313	42227	12518
2314	42248	12501
2315	42265	12482
2316	42283	12464
2317	42300	12445
2318	42317	12427
2319	42337	12409
2320	42363	12393
2321	42385	12376
2322	42410	12359
2323	42772	12441
2324	42828	12434
2325	42913	12434
2326	42937	12418
2327	42973	12404
2328	43057	12405
2329	43080	12387
2330	43102	12370
2331	43133	12355
2332	43152	12337
2333	43171	12318
2334	43188	12300
2335	43204	12280
2336	43219	12261
2337	43234	12241
2338	43249	12222
2339	43264	12202
2340	43279	12183
2341	43294	12163
2342	43309	12144
2343	43329	12126
2344	43350	12108
2345	43367	12089
2346	43383	12070
2347	43399	12051
2348	43415	12032
2349	43431	12012
2350	43447	11993
2351	43462	11974
2352	43478	11955
2353	43493	11935
2354	43507	11916
2355	43524	11897
2356	43540	11877
2357	43555	11858
2358	43570	11839
2359	43586	11820
2360	43601	11800
2361	43618	11781
2362	43633	11762
2363	43649	11743
2364	43668	11724
2365	43688	11706
2366	43705	11688
2367	43722	11669
2368	43738	11649
2369	43753	11630
2370	43768	11611
2371	43783	11591
2372	43799	11572
2373	43814	11553
2374	43829	11534
2375	43844	11514
2376	43859	11495
2377	43874	11475
2378	43890	11456
2379	43906	11437
2380	43921	11418
2381	43936	11399
2382	43951	11379
2383	43966	11360
2384	43983	11341
2385	44002	11323
2386	44021	11305
2387	44040	11286
2388	44060	11268
2389	44077	11249
2390	44093	11230
2391	44109	11211
2392	44123	11192
2393	44137	11172
2394	44152	11153
2395	44167	11133
2396	44183	11114
2397	44199	11095
2398	44213	11076
2399	44227	11056
2400	44242	11037
2401	44257	11018
2402	44272	10999
2403	44287	10979
2404	44303	10960
2405	44317	10941
2406	44338	10923
2407	44355	10904
2408	44371	10885
2409	44388	10866
2410	44403	10847
2411	44419	10828
2412	44435	10809
2413	44450	10790
2414	44465	10771
2415	44480	10751
2416	44496	10732
2417	44511	10713
2418	44526	10694
2419	44543	10675
2420	44558	10656
2421	44574	10637
2422	44589	10618
2423	44605	10599
2424	44620	10580
2425	44637	10561
2426	44655	10542
2427	44672	10524
2428	44687	10504
2429	44703	10485
2430	44717	10466
2431	44732	10447
2432	44746	10428
2433	44763	10409
2434	44778	10390
2435	44793	10370
2436	44808	10351
2437	44823	10332
2438	44838	10313
2439	44852	10293
2440	44878	10277
2441	44951	10271
2442	44993	10258
2443	45012	10240
2444	45028	10221
2445	45045	10202
2446	45060	10183
2447	45076	10164
2448	45092	10145
2449	45107	10126
2450	45122	10107
2451	45137	10087
2452	45151	10068
2453	45167	10049
2454	45182	10030
2455	45196	10011
2456	45211	9991
2457	45226	9972
2458	45241	9953
2459	45255	9934
2460	45270	9914
2461	45287	9896
2462	45301	9877
2463	45317	9857
2464	45333	9839
2465	45355	9821
2466	45374	9803
2467	45389	9784
2468	45405	9765
2469	45422	9746
2470	45437	9727
2471	45452	9708
2472	45469	9689
2473	45484	9670
2474	45502	9652
2475	45518	9633
2476	45534	9614
2477	45549	9595
2478	45629	9589
2479	45660	9573
2480	45683	9556
2481	45700	9537
2482	45716	9518
2483	45731	9499
2484	45747	9480
2485	45761	9461
2486	45777	9442
2487	45791	9423
2488	45806	9404
2489	45820	9384
2490	45835	9365
2491	45849	9346
2492	45864	9327
2493	45879	9308
2494	45894	9289
2495	45910	9270
2496	45929	9252
2497	45947	9233
2498	45966	9215
2499	45984	9196
2500	46002	9178
2501	46028	9161
2502	46045	9142
2503	46063	9124
2504	46085	9106
2505	46100	9087
2506	46115	9068
2507	46130	9049
2508	46145	9030
2509	46159	9011
2510	46173	8991
2511	46187	8972
2512	46202	8953
2513	46217	8934
2514	46237	8916
2515	46257	8898
2516	46274	8879
2517	46290	8860
2518	46304	8841
2519	46319	8822
2520	46334	8803
2521	46349	8784
2522	46365	8765
2523	46379	8746
2524	46394	8727
2525	46410	8708
2526	46425	8689
2527	46441	8671
2528	46456	8651
2529	46471	8633
2530	46487	8614
2531	46503	8595
2532	46520	8576
2533	46537	8558
2534	46555	8539
2535	46575	8521
2536	46594	8503
2537	46609	8484
2538	46624	8465
2539	46639	8446
2540	46655	8427
2541	46670	8408
2542	46685	8389
2543	46699	8370
2544	46714	8351
2545	46729	8332
2546	46744	8313
2547	46759	8294
2548	46774	8275
2549	46789	8257
2550	46804	8238
2551	46818	8218
2552	46834	8200
2553	46850	8181
2554	46865	8162
2555	46881	8143
2556	46900	8125
2557	46917	8106
2558	46932	8088
2559	46947	8069
2560	46963	8050
2561	46978	8031
2562	46995	8012
2563	47011	7994
2564	47026	7975
2565	47041	7956
2566	47057	7937
2567	47072	7918
2568	47089	7900
2569	47106	7881
2570	47124	7863
2571	47140	7844
2572	47154	7825
2573	47169	7806
2574	47187	7788
2575	47206	7770
2576	47223	7751
2577	47237	7732
2578	47253	7713
2579	47269	7695
2580	47284	7676
2581	47300	7657
2582	47317	7638
2583	47332	7620
2584	47346	7601
2585	47361	7582
2586	47376	7563
2587	47390	7544
2588	47405	7525
2589	47421	7506
2590	47436	7488
2591	47451	7469
2592	47465	7450
2593	47480	7431
2594	47500	7413
2595	47521	7395
2596	47536	7376
2597	47553	7358
2598	47568	7339
2599	47584	7320
2600	47600	7302
2601	47616	7283
2602	47631	7264
2603	47645	7245
2604	47661	7226
2605	47676	7208
2606	47691	7189
2607	47706	7170
2608	47721	7151
2609	47737	7133
2610	47753	7114
2611	47767	7095
2612	47783	7076
2613	47799	7058
2614	47818	7040
2615	47843	7022
2616	47860	7004
2617	47875	6985
2618	47890	6966
2619	47906	6948
2620	47921	6929
2621	47937	6910
2622	47950	6891
2623	47966	6873
2624	47980	6854
2625	47997	6835
2626	48013	6817
2627	48028	6798
2628	48043	6779
2629	48059	6761
2630	48074	6742
2631	48089	6723
2632	48104	6705
2633	48120	6686
2634	48136	6667
2635	48154	6649
2636	48172	6631
2637	48188	6612
2638	48203	6593
2639	48219	6575
2640	48234	6556
2641	48252	6538
2642	48270	6520
2643	48289	6501
2644	48305	6483
2645	48321	6464
2646	48340	6446
2647	48355	6427
2648	48373	6409
2649	48389	6391
2650	48406	6372
2651	48422	6354
2652	48439	6335
2653	48458	6317
2654	48479	6299
2655	48496	6281
2656	48514	6262
2657	48533	6244
2658	48550	6226
2659	48565	6207
2660	48583	6189
2661	48601	6171
2662	48618	6152
2663	48634	6134
2664	48651	6115
2665	48667	6097
2666	48684	6078
2667	48700	6060
2668	48717	6041
2669	48733	6023
2670	48748	6004
2671	48764	5986
2672	48779	5967
2673	48799	5949
2674	48821	5931
2675	48838	5913
2676	48856	5894
2677	48873	5876
2678	48892	5858
2679	48907	5839
2680	48925	5821
2681	48942	5802
2682	48958	5784
2683	48980	5766
2684	49000	5748
2685	49020	5730
2686	49041	5712
2687	49060	5694
2688	49079	5676
2689	49099	5658
2690	49124	5640
2691	49156	5624
2692	49187	5607
2693	49214	5590
2694	49240	5572
2695	49260	5554
2696	49279	5536
2697	49296	5518
2698	49315	5499
2699	49335	5481
2700	49352	5463
2701	49368	5444
2702	49388	5426
2703	49406	5408
2704	49424	5390
2705	49443	5371
2706	49464	5353
2707	49488	5336
2708	49507	5318
2709	49528	5300
2710	49551	5282
2711	49590	5266
2712	49620	5249
2713	49649	5232
2714	49674	5214
2715	49699	5196
2716	49720	5178
2717	49740	5160
2718	49760	5142
2719	49781	5124
2720	49800	5106
2721	49817	5087
2722	49835	5069
2723	49852	5051
2724	49870	5032
2725	49887	5014
2726	49905	4996
2727	49923	4977
2728	49941	4959
2729	49958	4940
2730	49977	4922
2731	49994	4904
2732	50015	4886
2733	50038	4868
2734	50058	4850
2735	50075	4831
2736	50093	4813
2737	50111	4795
2738	50129	4776
2739	50147	4758
2740	50165	4740
2741	50183	4721
2742	50200	4703
2743	50217	4685
2744	50236	4666
2745	50255	4648
2746	50271	4630
2747	50291	4611
2748	50308	4593
2749	50324	4574
2750	50343	4556
2751	50362	4538
2752	50383	4520
2753	50406	4502
2754	50427	4484
2755	50446	4466
2756	50467	4448
2757	50492	4430
2758	50509	4412
2759	50527	4393
2760	50543	4375
2761	50561	4356
2762	50578	4338
2763	50597	4320
2764	50616	4301
2765	50632	4283
2766	50650	4265
2767	50669	4246
2768	50687	4228
2769	50706	4210
2770	50723	4191
2771	50740	4173
2772	50757	4155
2773	50777	4136
2774	50798	4118
2775	50814	4100
2776	50830	4081
2777	50845	4063
2778	50862	4044
2779	50877	4026
2780	50892	4007
2781	50908	3989
2782	50923	3970
2783	50938	3952
2784	50953	3933
2785	50969	3915
2786	50985	3896
2787	51000	3878
2788	51015	3859
2789	51032	3841
2790	51049	3822
2791	51065	3804
2792	51079	3785
2793	51095	3767
2794	51111	3748
2795	51149	3731
2796	51170	3713
2797	51186	3695
2798	51202	3676
2799	51217	3658
2800	51232	3639
2801	51246	3621
2802	51261	3602
2803	51276	3584
2804	51290	3565
2805	51304	3547
2806	51319	3528
2807	51334	3510
2808	51348	3491
2809	51364	3473
2810	51379	3454
2811	51394	3436
2812	51409	3417
2813	51424	3399
2814	51438	3380
2815	51453	3362
2816	51477	3344
2817	51499	3326
2818	51515	3307
2819	51529	3289
2820	51545	3270
2821	51560	3252
2822	51576	3233
2823	51591	3215
2824	51605	3196
2825	51621	3178
2826	51635	3159
2827	51651	3141
2828	51666	3123
2829	51681	3104
2830	51696	3086
2831	51712	3067
2832	51727	3049
2833	51742	3030
2834	51758	3012
2835	51781	2994
2836	51801	2976
2837	51819	2957
2838	51837	2939
2839	51855	2921
2840	51873	2903
2841	51893	2884
2842	51912	2866
2843	51929	2848
2844	51950	2830
2845	51969	2812
2846	51985	2793
2847	52001	2775
2848	52018	2757
2849	52037	2738
2850	52054	2720
2851	52071	2702
2852	52088	2683
2853	52116	2666
2854	52133	2647
2855	52150	2629
2856	52169	2611
2857	52185	2592
2858	52204	2574
2859	52221	2556
2860	52237	2537
2861	52254	2519
2862	52270	2501
2863	52289	2483
2864	52307	2464
2865	52322	2446
2866	52337	2427
2867	52354	2409
2868	52371	2391
2869	52393	2373
2870	52409	2354
2871	52425	2336
2872	52443	2318
2873	52470	2300
2874	52490	2282
2875	52507	2263
2876	52523	2245
2877	52539	2227
2878	52554	2208
2879	52570	2190
2880	52585	2172
2881	52600	2153
2882	52616	2135
2883	52632	2116
2884	52646	2098
2885	52662	2080
2886	52677	2061
2887	52693	2043
2888	52708	2025
2889	52722	2006
2890	52737	1988
2891	52753	1970
2892	52768	1951
2893	52783	1933
2894	52798	1914
2895	52819	1896
2896	52835	1878
2897	52851	1860
2898	52867	1841
2899	52883	1823
2900	52898	1805
2901	52914	1786
2902	52929	1768
2903	52946	1750
2904	52964	1732
2905	52980	1713
2906	52995	1695
2907	53010	1677
2908	53024	1658
2909	53039	1640
2910	53055	1622
2911	53069	1603
2912	53084	1585
2913	53099	1567
2914	53115	1548
2915	53134	1530
2916	53154	1512
2917	53170	1494
2918	53185	1475
2919	53201	1457
2920	53216	1439
2921	53231	1420
2922	53246	1402
2923	53261	1384
2924	53276	1366
2925	53294	1347
2926	53310	1329
2927	53325	1311
2928	53341	1293
2929	53357	1274
2930	53371	1256
2931	53386	1238
2932	53402	1219
2933	53419	1201
2934	53434	1183
2935	53454	1165
2936	53473	1147
2937	53489	1128
2938	53505	1110
2939	53522	1092
2940	53539	1074
2941	53556	1055
2942	53571	1037
2943	53586	1019
2944	53600	1001
2945	53614	982
2946	53629	964
2947	53644	946
2948	53660	928
2949	53674	909
2950	53689	891
2951	53704	873
2952	53719	854
2953	53734	836
2954	53751	818
2955	53776	800
2956	53795	782
2957	53812	764
2958	53828	745
2959	53843	727
2960	53859	709
2961	53874	691
2962	53889	672
2963	53904	654
2964	53918	636
2965	53933	618
2966	53949	600
2967	53966	581
2968	53981	563
2969	53997	545
2970	54013	527
2971	54028	509
2972	54043	490
2973	54059	472
2974	54078	454
2975	54096	436
2976	54115	418
2977	54132	399
2978	54147	381
2979	54163	363
2980	54179	345
2981	54193	327
2982	54209	308
2983	54223	290
2984	54238	272
2985	54254	254
2986	54270	236
2987	54285	218
2988	54299	199
2989	54315	181
2990	54330	163
2991	54346	145
2992	54360	127
2993	54375	108
2994	54392	90
2995	54413	72
2996	54434	54
2997	54451	36
2998	54467	18
2999	54482	0
