iter	MultiClass
201	1.218514797
202	1.218244941
203	1.217915672
204	1.217539435
205	1.216999574
206	1.216625819
207	1.216336766
208	1.215787984
209	1.21551916
210	1.215040205
211	1.214424171
212	1.213894415
213	1.213549349
214	1.212973912
215	1.212646879
216	1.211893377
217	1.211507229
218	1.211021286
219	1.21050366
220	1.210176323
221	1.209708912
222	1.209210883
223	1.208721779
224	1.208089052
225	1.207807683
226	1.207282177
227	1.206754101
228	1.206460783
229	1.206012838
230	1.205586023
231	1.205058399
232	1.20439204
233	1.203858501
234	1.203468947
235	1.203019259
236	1.20272743
237	1.202338152
238	1.201892739
239	1.201604075
240	1.201248313
241	1.200841258
242	1.200206079
243	1.199943578
244	1.199625513
245	1.199181057
246	1.198820839
247	1.198241141
248	1.197899369
249	1.197425008
250	1.196831128
251	1.196549773
252	1.196150123
253	1.195798517
254	1.195331988
255	1.194811668
256	1.194417807
257	1.194067096
258	1.193606857
259	1.192886983
260	1.19245815
261	1.192031781
262	1.191501566
263	1.190875179
264	1.190406542
265	1.189940085
266	1.189481412
267	1.189042387
268	1.188679169
269	1.188146305
270	1.187702915
271	1.187275857
272	1.186915837
273	1.186509694
274	1.186162847
275	1.185772479
276	1.185217614
277	1.184855249
278	1.184382132
279	1.18370342
280	1.183192796
281	1.182841549
282	1.182388219
283	1.181945064
284	1.18143728
285	1.18105676
286	1.180591153
287	1.180151273
288	1.179481493
289	1.178911309
290	1.178620829
291	1.178203373
292	1.177771398
293	1.177513949
294	1.177174197
295	1.176684733
296	1.176094224
297	1.175803987
298	1.175356342
299	1.174995136
300	1.174487267
301	1.174033295
302	1.173532357
303	1.173175796
304	1.172659889
305	1.172333314
306	1.17180302
307	1.171474242
308	1.171060378
309	1.17047014
310	1.170050728
311	1.16986268
312	1.169584148
313	1.168951949
314	1.168552552
315	1.168030299
316	1.167540903
317	1.167212163
318	1.166610643
319	1.166234694
320	1.165571653
321	1.165216424
322	1.164509106
323	1.163913946
324	1.163339996
325	1.163058016
326	1.162679938
327	1.162411848
328	1.162058489
329	1.161633356
330	1.161396152
331	1.161089694
332	1.160605795
333	1.160072213
334	1.159652771
335	1.159393321
336	1.159046918
337	1.15877444
338	1.158495214
339	1.15813469
340	1.157549774
341	1.157220031
342	1.157049361
343	1.156643758
344	1.156172232
345	1.15555889
346	1.154859343
347	1.154468951
348	1.154093254
349	1.153822575
350	1.153463011
351	1.152991485
352	1.152717283
353	1.152220983
354	1.151663377
355	1.151350672
356	1.15089325
357	1.150472049
358	1.150000607
359	1.149620905
360	1.14911512
361	1.148746206
362	1.148237242
363	1.147878527
364	1.147608965
365	1.147030084
366	1.146722805
367	1.146385973
368	1.14605277
369	1.14563047
370	1.145314055
371	1.145012804
372	1.144702061
373	1.144280686
374	1.143761834
375	1.143361692
376	1.142982596
377	1.142641943
378	1.142317385
379	1.142013226
380	1.14153084
381	1.140941999
382	1.140675535
383	1.140278472
384	1.140023951
385	1.13958876
386	1.139175238
387	1.138675262
388	1.138456122
389	1.137915922
390	1.137596832
391	1.137164335
392	1.13676721
393	1.13639801
394	1.135815082
395	1.135440615
396	1.135097225
397	1.134640374
398	1.134099388
399	1.133646007
400	1.133347514
401	1.13295019
402	1.132291061
403	1.131796649
404	1.131550588
405	1.130896318
406	1.130330307
407	1.130005633
408	1.12966692
409	1.129340289
410	1.129000937
411	1.128624502
412	1.128436442
413	1.1279466
414	1.127545194
415	1.127201209
416	1.126946138
417	1.126498128
418	1.126288298
419	1.126013648
420	1.125575472
421	1.125243221
422	1.124700274
423	1.124313285
424	1.12371914
425	1.123380175
426	1.123081637
427	1.122683683
428	1.122123521
429	1.121813725
430	1.121602044
431	1.121226964
432	1.120805035
433	1.120278428
434	1.119821667
435	1.119481349
436	1.119194263
437	1.118777837
438	1.118555956
439	1.118036952
440	1.117766537
441	1.117408189
442	1.116892086
443	1.116494302
444	1.116066307
445	1.115810829
446	1.115393148
447	1.114959644
448	1.114614436
449	1.114185136
450	1.113895903
451	1.113560329
452	1.113264203
453	1.112967233
454	1.11250932
455	1.11207299
456	1.111687406
457	1.111354532
458	1.111097021
459	1.110582187
460	1.110247031
461	1.110036523
462	1.109609027
463	1.109240548
464	1.109018051
465	1.108465546
466	1.107859181
467	1.107521018
468	1.107119701
469	1.106814564
470	1.106500135
471	1.106211903
472	1.105888591
473	1.105654711
474	1.10524692
475	1.104829038
476	1.104380411
477	1.104024356
478	1.103665665
479	1.103182813
480	1.102788026
481	1.102545042
482	1.102259324
483	1.101908062
484	1.101502234
485	1.101219553
486	1.100840868
487	1.100376735
488	1.100112656
489	1.099767226
490	1.099487574
491	1.099213925
492	1.098955825
493	1.098536818
494	1.098232545
495	1.097756881
496	1.097450031
497	1.096925372
498	1.09667045
499	1.096241702
500	1.09608753
501	1.095736042
502	1.09536978
503	1.095122497
504	1.094512514
505	1.094185794
506	1.093923209
507	1.093530301
508	1.093165014
509	1.092439232
510	1.092150046
511	1.091895932
512	1.091567305
513	1.091307209
514	1.090961255
515	1.090521496
516	1.090268206
517	1.08979601
518	1.089418141
519	1.088949759
520	1.088488771
521	1.088239306
522	1.087980284
523	1.087528645
524	1.087208227
525	1.086704298
526	1.086448179
527	1.085915978
528	1.085602728
529	1.08529266
530	1.084967087
531	1.084577195
532	1.084395008
533	1.083957351
534	1.083597972
535	1.083105326
536	1.082652909
537	1.082265884
538	1.08185974
539	1.081546247
540	1.081264278
541	1.080863447
542	1.080392869
543	1.080021792
544	1.079692804
545	1.079360209
546	1.079085874
547	1.078844651
548	1.078396254
549	1.077962847
550	1.077842751
551	1.077650384
552	1.077373986
553	1.07714828
554	1.077012295
555	1.076483437
556	1.076131485
557	1.075775434
558	1.075362575
559	1.075033886
560	1.074558311
561	1.074233845
562	1.073839709
563	1.073543952
564	1.073075005
565	1.072496531
566	1.072241575
567	1.071926947
568	1.071554587
569	1.071238371
570	1.070712441
571	1.07046113
572	1.070067067
573	1.069764941
574	1.069214106
575	1.06877121
576	1.068209244
577	1.067730701
578	1.067398141
579	1.06694539
580	1.066745803
581	1.066502726
582	1.066186742
583	1.06585285
584	1.065481826
585	1.065112443
586	1.064767928
587	1.064500872
588	1.064070533
589	1.063893606
590	1.063418655
591	1.063109186
592	1.06287568
593	1.062493326
594	1.061737347
595	1.06124699
596	1.060836463
597	1.060627892
598	1.06040703
599	1.060075877
600	1.059742015
601	1.059489217
602	1.05923113
603	1.058833378
604	1.05831542
605	1.057923377
606	1.05743421
607	1.057075045
608	1.056701146
609	1.056233403
610	1.056060872
611	1.05570978
612	1.055348375
613	1.054912973
614	1.054348212
615	1.053925994
616	1.053574109
617	1.053143372
618	1.052747018
619	1.052382267
620	1.052028378
621	1.051818606
622	1.051486306
623	1.05125321
624	1.050840181
625	1.05041739
626	1.049930503
627	1.049464543
628	1.049149658
629	1.048730688
630	1.048502948
631	1.048069249
632	1.047744285
633	1.047384797
634	1.04705858
635	1.046699715
636	1.046137484
637	1.04591389
638	1.04566149
639	1.045353904
640	1.045098837
641	1.044775614
642	1.04447238
643	1.044097507
644	1.043643561
645	1.043255878
646	1.042775346
647	1.042447848
648	1.042043865
649	1.041616931
650	1.041173231
651	1.0409152
652	1.040587078
653	1.040263063
654	1.039834095
655	1.039431381
656	1.038933804
657	1.038503827
658	1.038333628
659	1.037871918
660	1.037705648
661	1.037274077
662	1.036918753
663	1.03658637
664	1.036388745
665	1.035893108
666	1.03554883
667	1.035314097
668	1.035017549
669	1.034648919
670	1.034336511
671	1.033834608
672	1.033527048
673	1.03334679
674	1.033070731
675	1.032788918
676	1.032383413
677	1.032154537
678	1.031803382
679	1.031387497
680	1.031145606
681	1.030823615
682	1.030427815
683	1.03024456
684	1.030025951
685	1.029607357
686	1.029443337
687	1.029251737
688	1.028948274
689	1.028698958
690	1.028279147
691	1.027878961
692	1.027512857
693	1.02716171
694	1.026892637
695	1.026505769
696	1.026134583
697	1.025797212
698	1.025335943
699	1.024968125
700	1.024630477
701	1.024431696
702	1.02407266
703	1.023690899
704	1.023403644
705	1.023042508
706	1.022788374
707	1.022485064
708	1.02213667
709	1.021826666
710	1.021508218
711	1.02104414
712	1.020564378
713	1.020409395
714	1.020126721
715	1.019755478
716	1.019527062
717	1.019202667
718	1.018805663
719	1.018394971
720	1.017911416
721	1.017640275
722	1.017246236
723	1.016977
724	1.016639802
725	1.016239323
726	1.015953917
727	1.015740206
728	1.015328358
729	1.015120659
730	1.014858192
731	1.014476449
732	1.01426694
733	1.014007271
734	1.01373202
735	1.013447271
736	1.013230968
737	1.012966008
738	1.012460192
739	1.012203437
740	1.011925092
741	1.011740756
742	1.011442575
743	1.011133438
744	1.010936492
745	1.010731533
746	1.010340261
747	1.00981326
748	1.009219844
749	1.008904295
750	1.008671071
751	1.008368913
752	1.008001513
753	1.007698536
754	1.007380929
755	1.007101628
756	1.007002316
757	1.006820965
758	1.006649454
759	1.006328875
760	1.005778068
761	1.005381266
762	1.005074857
763	1.004830126
764	1.004346702
765	1.003938924
766	1.00377727
767	1.003415917
768	1.003113039
769	1.002770548
770	1.002528648
771	1.002303352
772	1.002034793
773	1.001777679
774	1.001467452
775	1.001109583
776	1.000872919
777	1.000615151
778	1.000458537
779	1.000137305
780	0.9998364384
781	0.9994602209
782	0.9991082071
783	0.9988078546
784	0.9986143142
785	0.9983765544
786	0.9979684738
787	0.9976214963
788	0.9973879616
789	0.9970194518
790	0.996701356
791	0.9962977534
792	0.995804424
793	0.9953251323
794	0.9950391501
795	0.9948513751
796	0.9946272091
797	0.9941794801
798	0.993813497
799	0.9935160533
800	0.9932095622
801	0.9929362309
802	0.9925254888
803	0.9923401701
804	0.9920737272
805	0.991538002
806	0.9911316535
807	0.990962944
808	0.9906182585
809	0.9902991867
810	0.9900831913
811	0.9897699837
812	0.989435286
813	0.9891626542
814	0.9888780459
815	0.9885889718
816	0.9884324328
817	0.9880621745
818	0.9877868139
819	0.9873786586
820	0.9871224765
821	0.9868086658
822	0.9865194133
823	0.9861853004
824	0.985985127
825	0.9857819196
826	0.9853327809
827	0.9850140223
828	0.9847709123
829	0.9842861751
830	0.9840273016
831	0.9837768346
832	0.9835737228
833	0.9832685295
834	0.9828746996
835	0.9825602807
836	0.9821589188
837	0.9816945495
838	0.9814748238
839	0.9812472285
840	0.9810211009
841	0.9807314179
842	0.9804434563
843	0.9802447188
844	0.9797350176
845	0.9794627557
846	0.9791300357
847	0.9788286673
848	0.9786131897
849	0.978284404
850	0.9780279679
851	0.9777295052
852	0.9774181426
853	0.977178649
854	0.9768322784
855	0.9765726235
856	0.9763849352
857	0.9762540946
858	0.9759217699
859	0.9756051031
860	0.9754101833
861	0.9751651068
862	0.9747971382
863	0.9744700175
864	0.9739903566
865	0.9736686912
866	0.9733736063
867	0.9730021795
868	0.9726448665
869	0.9723989055
870	0.9719275434
871	0.9717357644
872	0.9714803534
873	0.9710784375
874	0.9707623919
875	0.97051826
876	0.9702968176
877	0.9700830713
878	0.9698357671
879	0.969563141
880	0.9693171056
881	0.9690389141
882	0.9686896219
883	0.9683593624
884	0.9680291128
885	0.9678171386
886	0.9675628763
887	0.9671154124
888	0.9668639794
889	0.9664833162
890	0.9661782272
891	0.9658299494
892	0.965608378
893	0.965260206
894	0.9649598491
895	0.9645727216
896	0.964348741
897	0.9640622937
898	0.9638091446
899	0.9635345072
900	0.9631930681
901	0.9629418176
902	0.9626250073
903	0.9623225704
904	0.9621831484
905	0.9620143218
906	0.9617166231
907	0.961578787
908	0.9612609441
909	0.9609706722
910	0.9608114373
911	0.9605651148
912	0.9602502812
913	0.9599985709
914	0.9598572276
915	0.9595744209
916	0.9593652342
917	0.9590821422
918	0.9588357289
919	0.9586486628
920	0.9583503517
921	0.95802592
922	0.9578180366
923	0.9576554785
924	0.9574106109
925	0.9571172577
926	0.9567536198
927	0.9565248681
928	0.9562490429
929	0.9559789617
930	0.9557241383
931	0.9554386047
932	0.9549673513
933	0.9547440913
934	0.9543577256
935	0.9540764552
936	0.9539059823
937	0.953758687
938	0.95342891
939	0.9531391236
940	0.9528991762
941	0.9525613622
942	0.952343093
943	0.9520093532
944	0.951686897
945	0.9513417205
946	0.9508848882
947	0.9507201776
948	0.9504076504
949	0.9500801605
950	0.9496701828
951	0.9494316934
952	0.9492021396
953	0.9488695047
954	0.9486763233
955	0.9481186095
956	0.9479681814
957	0.9476160103
958	0.9473477561
959	0.9472368767
960	0.9469458174
961	0.946530122
962	0.9463319724
963	0.9460863415
964	0.9458211352
965	0.9454698627
966	0.945155177
967	0.9447790102
968	0.9445066874
969	0.9442391156
970	0.9440082104
971	0.9436662986
972	0.9434431337
973	0.9432453388
974	0.9429621121
975	0.9426181655
976	0.9423699371
977	0.9420347684
978	0.9416372862
979	0.9413990122
980	0.9411014906
981	0.9409518468
982	0.9407553047
983	0.9404910627
984	0.9402333413
985	0.9397947556
986	0.939517569
987	0.9391653345
988	0.9390379292
989	0.9387602581
990	0.9384129431
991	0.9381499434
992	0.9378827944
993	0.9375491422
994	0.9373545371
995	0.9370898508
996	0.9369021972
997	0.9365999178
998	0.9363102951
999	0.9361113945
1000	0.9358063036
1001	0.9356043996
1002	0.9352593435
1003	0.9349704565
1004	0.9345864233
1005	0.9341699185
1006	0.9338837068
1007	0.9335600143
1008	0.9332253637
1009	0.9329334102
1010	0.932652336
1011	0.9324619951
1012	0.9322101547
1013	0.9319322985
1014	0.9316398444
1015	0.9314530229
1016	0.9313585484
1017	0.9310545075
1018	0.9306657428
1019	0.9303772524
1020	0.9300019421
1021	0.929769789
1022	0.9294789718
1023	0.9292662565
1024	0.9289560458
1025	0.9286967175
1026	0.9284206274
1027	0.9280955999
1028	0.9278153922
1029	0.9275483689
1030	0.9273933542
1031	0.9272329086
1032	0.9268985832
1033	0.9266191741
1034	0.9263260509
1035	0.9260146643
1036	0.9257625382
1037	0.9254933046
1038	0.9252840038
1039	0.9249117216
1040	0.9246406717
1041	0.9244204962
1042	0.9241766431
1043	0.9239113914
1044	0.9235709495
1045	0.9232022765
1046	0.9227674896
1047	0.9223700001
1048	0.922162658
1049	0.9218902937
1050	0.9216807468
1051	0.9214234622
1052	0.9212590651
1053	0.9209536757
1054	0.9206970822
1055	0.9205553749
1056	0.9201983304
1057	0.919890778
1058	0.9196345977
1059	0.9193753388
1060	0.9190875447
1061	0.9188523158
1062	0.9185479614
1063	0.9181299972
1064	0.917815848
1065	0.9176409549
1066	0.9174291742
1067	0.9170594237
1068	0.9167771153
1069	0.9166748227
1070	0.916441958
1071	0.9161524426
1072	0.9158611902
1073	0.9156223154
1074	0.9152758498
1075	0.9149356725
1076	0.9148272357
1077	0.914511273
1078	0.9141218826
1079	0.913810438
1080	0.9135857086
1081	0.9132483463
1082	0.9128835641
1083	0.9125094981
1084	0.9123232653
1085	0.9118608634
1086	0.9116811769
1087	0.9113451106
1088	0.9109016943
1089	0.9107524125
1090	0.9105213001
1091	0.9102034459
1092	0.9100381984
1093	0.9096790858
1094	0.9094805344
1095	0.9091727397
1096	0.9088934862
1097	0.9086634174
1098	0.9084394792
1099	0.9080624305
1100	0.9078660198
1101	0.907537038
1102	0.9072299919
1103	0.9070538251
1104	0.9068559073
1105	0.9066133957
1106	0.9062881709
1107	0.9060573946
1108	0.9057813758
1109	0.9056113851
1110	0.90520241
1111	0.905022449
1112	0.904850272
1113	0.904675768
1114	0.9044339808
1115	0.9042184304
1116	0.9038630138
1117	0.9034896699
1118	0.9030910735
1119	0.9027661419
1120	0.9025921151
1121	0.9024079062
1122	0.9019531056
1123	0.9017277268
1124	0.9014498282
1125	0.90120375
1126	0.9009272407
1127	0.9005999321
1128	0.9001417238
1129	0.8999661137
1130	0.8996917455
1131	0.8994625727
1132	0.8993671211
1133	0.8991237124
1134	0.8989370737
1135	0.8986765259
1136	0.8984983699
1137	0.8981521501
1138	0.8978263319
1139	0.8974420579
1140	0.8970953771
1141	0.8968850849
1142	0.8966217866
1143	0.8963849459
1144	0.8961086013
1145	0.8958475874
1146	0.8954528919
1147	0.8951825582
1148	0.8949159771
1149	0.89472682
1150	0.8944259184
1151	0.8942054016
1152	0.8939632215
1153	0.8937536021
1154	0.8935029778
1155	0.8932233133
1156	0.8929931733
1157	0.8926173828
1158	0.8923199252
1159	0.8921191836
1160	0.8918043602
1161	0.891460244
1162	0.8912471703
1163	0.8910637212
1164	0.8907460377
1165	0.8905156183
1166	0.8902392823
1167	0.8900219568
1168	0.8897938256
1169	0.8894139207
1170	0.8889816815
1171	0.8888334079
1172	0.8885158733
1173	0.8882060418
1174	0.8880469714
1175	0.8877971117
1176	0.8876497742
1177	0.8875220742
1178	0.8872409854
1179	0.8870526402
1180	0.8866439986
1181	0.8863152349
1182	0.8858991518
1183	0.885702969
1184	0.8853047556
1185	0.8849837614
1186	0.8846833455
1187	0.8844807974
1188	0.8841839757
1189	0.8839767826
1190	0.8837158737
1191	0.8834617578
1192	0.8831688317
1193	0.8829468727
1194	0.8827501372
1195	0.8825314768
1196	0.8821672255
1197	0.8819676842
1198	0.8818076561
1199	0.8814957043
1200	0.8812438008
1201	0.8809538989
1202	0.880624101
1203	0.8803923252
1204	0.8801844393
1205	0.8799684501
1206	0.8796128173
1207	0.8793507785
1208	0.8790153508
1209	0.8787456563
1210	0.8785127803
1211	0.8781881195
1212	0.8779798422
1213	0.8777441115
1214	0.8773416728
1215	0.877240435
1216	0.8770103768
1217	0.8768161814
1218	0.8766468079
1219	0.8764975155
1220	0.8761292831
1221	0.8758017029
1222	0.875556717
1223	0.8752549575
1224	0.875040342
1225	0.8748399622
1226	0.874678681
1227	0.8744831336
1228	0.8741661761
1229	0.8740246219
1230	0.8737735908
1231	0.8735017719
1232	0.8732070304
1233	0.8729319099
1234	0.87273411
1235	0.8726331503
1236	0.872383547
1237	0.8720758249
1238	0.8717448015
1239	0.871358103
1240	0.8710778672
1241	0.8708476622
1242	0.8706005665
1243	0.8704185123
1244	0.8702074026
1245	0.86992615
1246	0.8696835699
1247	0.8694857112
1248	0.8692934698
1249	0.8690609328
1250	0.8689072196
1251	0.8685739698
1252	0.8683882323
1253	0.868115599
1254	0.8679408913
1255	0.8676539414
1256	0.8673404545
1257	0.866991671
1258	0.8667529773
1259	0.8664487141
1260	0.866233155
1261	0.8659844238
1262	0.8657443149
1263	0.865494837
1264	0.865340949
1265	0.8651417851
1266	0.8648330141
1267	0.864671195
1268	0.8644259547
1269	0.8641237424
1270	0.8639603383
1271	0.863692648
1272	0.8635946658
1273	0.8631387837
1274	0.8629236173
1275	0.8626904909
1276	0.8624786685
1277	0.8621595904
1278	0.8620987941
1279	0.8618292381
1280	0.8617066745
1281	0.861325967
1282	0.8610920421
1283	0.8609640551
1284	0.8606043778
1285	0.8604176498
1286	0.860168994
1287	0.8598813434
1288	0.8596394203
1289	0.8593475094
1290	0.8590890566
1291	0.8587381627
1292	0.8585167977
1293	0.8582743468
1294	0.8579710454
1295	0.8578029563
1296	0.8577041967
1297	0.8575163722
1298	0.8572202208
1299	0.8569295243
1300	0.8567232274
1301	0.8565895798
1302	0.8563740894
1303	0.8560519677
1304	0.8557915603
1305	0.8556304923
1306	0.8554027441
1307	0.8549947057
1308	0.8547465256
1309	0.8545683909
1310	0.8542595525
1311	0.8540373134
1312	0.8537744244
1313	0.8534774651
1314	0.8531510643
1315	0.8528814212
1316	0.852768891
1317	0.8526533807
1318	0.852376354
1319	0.8521414693
1320	0.8518778856
1321	0.8515305298
1322	0.8512954982
1323	0.851059471
1324	0.8508670006
1325	0.8507654055
1326	0.8503698461
1327	0.85012026
1328	0.849957492
1329	0.8497801339
1330	0.849487547
1331	0.8491498064
1332	0.8488834576
1333	0.8486651388
1334	0.8484771375
1335	0.8482051759
1336	0.8478471562
1337	0.847630433
1338	0.8472024809
1339	0.8469155027
1340	0.8467579822
1341	0.8465495756
1342	0.8464287981
1343	0.8460759609
1344	0.8457818208
1345	0.8456273986
1346	0.8455487414
1347	0.845282384
1348	0.8450202821
1349	0.844691793
1350	0.8445362127
1351	0.8442038683
1352	0.8437981814
1353	0.843569345
1354	0.8433408132
1355	0.8430951476
1356	0.8428841082
1357	0.842667723
1358	0.8424292768
1359	0.8421239688
1360	0.841743962
1361	0.8415715942
1362	0.8413667718
1363	0.8410323044
1364	0.8408324609
1365	0.8404933593
1366	0.8403073108
1367	0.8400821652
1368	0.8398263431
1369	0.8395832492
1370	0.8391962995
1371	0.8389086962
1372	0.8387148978
1373	0.8385507979
1374	0.8383109268
1375	0.8382014467
1376	0.8378659301
1377	0.8376282876
1378	0.8372589009
1379	0.8370529067
1380	0.8368941945
1381	0.8367234813
1382	0.8364832161
1383	0.8362575961
1384	0.8360379765
1385	0.8356929286
1386	0.8354109921
1387	0.8352614643
1388	0.8350142858
1389	0.8348201738
1390	0.834569668
1391	0.8342959499
1392	0.8339957721
1393	0.8337486186
1394	0.8334910733
1395	0.8331677388
1396	0.8328784296
1397	0.8325493639
1398	0.8324049552
1399	0.832287409
1400	0.8321460202
1401	0.8320013285
1402	0.831666797
1403	0.8313861528
1404	0.8311558065
1405	0.8308332766
1406	0.8305821083
1407	0.8302936189
1408	0.8300363759
1409	0.8297025288
1410	0.8294475638
1411	0.8292798844
1412	0.8290342969
1413	0.8288579001
1414	0.8285759613
1415	0.8283617666
1416	0.8281578361
1417	0.8280056468
1418	0.8276172885
1419	0.8273634269
1420	0.8271742619
1421	0.8269590791
1422	0.8266685695
1423	0.8264635334
1424	0.8261063542
1425	0.8258481742
1426	0.825681961
1427	0.8254420461
1428	0.8253101306
1429	0.8250833578
1430	0.8249651678
1431	0.8248287159
1432	0.824600427
1433	0.8242726286
1434	0.8238670593
1435	0.8236677555
1436	0.8233143878
1437	0.8229469438
1438	0.8227374762
1439	0.8223796833
1440	0.8222348457
1441	0.8220178358
1442	0.8218554168
1443	0.8215328612
1444	0.821258372
1445	0.8210153233
1446	0.8207885925
1447	0.8204182101
1448	0.8203222233
1449	0.820065094
1450	0.8198781368
1451	0.8196786569
1452	0.8195256851
1453	0.819341626
1454	0.8191550584
1455	0.8187743531
1456	0.8184971678
1457	0.8181263123
1458	0.8178818318
1459	0.8176120346
1460	0.817359749
1461	0.8171266222
1462	0.8168904254
1463	0.8167418477
1464	0.8164146107
1465	0.8160870465
1466	0.8157908803
1467	0.8154715269
1468	0.8153047927
1469	0.8151116916
1470	0.8147856119
1471	0.8145482076
1472	0.8141780586
1473	0.8139495273
1474	0.8138729551
1475	0.8135438029
1476	0.8133674442
1477	0.813121936
1478	0.8129890394
1479	0.8127339021
1480	0.8125347393
1481	0.8122111477
1482	0.8119311744
1483	0.8116998932
1484	0.8116031698
1485	0.8113831159
1486	0.8110689338
1487	0.810876439
1488	0.8106680862
1489	0.8104575365
1490	0.810255388
1491	0.8099948803
1492	0.8098150647
1493	0.8095433073
1494	0.8092921413
1495	0.8090049095
1496	0.8086978205
1497	0.8084131366
1498	0.8083029852
1499	0.8081759121
1500	0.807959105
1501	0.8077295956
1502	0.807449052
1503	0.8071655073
1504	0.8069110017
1505	0.8068510319
1506	0.8065909591
1507	0.8064499846
1508	0.8062729324
1509	0.8059907774
1510	0.8057348542
1511	0.8054487229
1512	0.8052073759
1513	0.8048475474
1514	0.8045905832
1515	0.8042870722
1516	0.8039608688
1517	0.8038508147
1518	0.8036207533
1519	0.8035090255
1520	0.8034045167
1521	0.803115649
1522	0.8028286693
1523	0.8026849732
1524	0.802366174
1525	0.8022044634
1526	0.8019175251
1527	0.8017420631
1528	0.8015488539
1529	0.8014067985
1530	0.8012116583
1531	0.8008312852
1532	0.8005993209
1533	0.8003119452
1534	0.8000879663
1535	0.7999187436
1536	0.7996200159
1537	0.7993537
1538	0.7990381898
1539	0.7988843124
1540	0.7986110032
1541	0.7984615225
1542	0.7982603149
1543	0.7981542399
1544	0.7978571309
1545	0.7976370362
1546	0.7973208271
1547	0.7971718028
1548	0.7969730524
1549	0.7968438112
1550	0.7965859589
1551	0.7963704634
1552	0.7960920418
1553	0.7957702175
1554	0.7955062183
1555	0.7952665312
1556	0.7950855608
1557	0.7948885532
1558	0.7947967741
1559	0.7944670367
1560	0.7942083882
1561	0.7939253261
1562	0.7935230623
1563	0.7933112745
1564	0.7930558576
1565	0.7928330422
1566	0.7925211167
1567	0.7920229066
1568	0.7917847908
1569	0.7915457885
1570	0.7912698363
1571	0.7910575809
1572	0.7908652388
1573	0.7905612353
1574	0.7903205101
1575	0.7900282281
1576	0.7897181555
1577	0.7894900211
1578	0.7892762465
1579	0.7890672132
1580	0.7886867837
1581	0.7884762303
1582	0.788200605
1583	0.7880366784
1584	0.7878417718
